Country Name,Country Code,Series Name,Series Code,2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025]
Argentina,ARG,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,863207236895.477,1009263951777.66,1051149861699.34,1016089122555.92,984724060445.269,1167816126453.34,1328638499395.13,1346675808888.92,1361898662885.95,..
Argentina,ARG,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,17.6632278606203,18.2125671747754,16.6138850156371,14.2100303992191,14.4151557410245,18.0762892471421,17.3855861358427,19.3822632919135,15.8378002382311,..
Argentina,ARG,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,8.9823994804111,9.20544177021613,5.40298410146417,5.21279058881723,6.90388925607922,4.42289139264312,4.75157524338594,5.44959440578319,3.85019697474113,..
Argentina,ARG,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,90,90,94,86,77,86,85,80,82,..
Argentina,ARG,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,13.5667926798789,13.9693177780045,16.3258502050892,14.7057366680037,13.5982843701675,15.0119803984295,15.2985115353002,13.8546391521167,12.6800122564846,..
Argentina,ARG,Income share held by lowest 20%,SI.DST.FRST.20,4.9,5,4.9,4.6,4.7,5,5.4,5.1,5.1,..
Argentina,ARG,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,22.0541072112108,21.782123219335,23.7195923321304,23.1578477391434,22.4088763711802,23.4994644263761,24.1118636272911,25.1722105252735,23.9965975604249,..
Argentina,ARG,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,41.1193799882279,26.0063792819079,42.0336689575031,49.1955790596612,40.0830878011993,53.8020877665554,68.9938267692314,136.742358437599,207.605241734472,..
Argentina,ARG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.105,76.543,76.77,76.847,75.878,73.948,75.806,77.395,..,..
Argentina,ARG,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,20.4045569707469,19.5114139324649,24.2488903055263,25.5139709712499,25.2086565639736,29.0029626540922,26.8840186998715,21.6816484498854,22.0060466657254,..
Argentina,ARG,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,0.809245362717563,0.84775481125944,0.732300347538541,0.699696134379197,0.734111593948744,0.631788619254705,0.684586409291956,0.75569413987974,0.618350391157195,..
Argentina,ARG,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,145.147,139.758,131.224,125.303,121.181,130.353,131.484,137.706,..,..
Argentina,ARG,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,11.4,11,10.7,10.5,10.3,10,9.8,9.6,..,..
Argentina,ARG,Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,106.1,103,104.2,103.4,104,113.9,114.2,109.4,..,..
Argentina,ARG,Net migration,SM.POP.NETM,5215,4931,5742,5397,292,314,5589,4133,3454,2859
Argentina,ARG,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,2619663.00010681,-1165737.03289032,73223083.4960938,9495451.92718506,103078170.776367,156561065.673828,385349548.339844,259022705.078125,..,..
Argentina,ARG,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,391579047.663514,479937459.80843,522441503.008565,561398444.719757,648090050.021815,902789422.017933,1056459895.66862,1008986442.5663,1044365105.03816,..
Argentina,ARG,Population density (people per sq. km of land area),EN.POP.DNST,16.0413905118958,16.1833799224611,16.3171137395905,16.4335255363231,16.5133665121004,16.5573305708721,16.5922716858687,16.6399559321662,..,..
Argentina,ARG,Population growth (annual %),SP.POP.GROW,0.968911125580978,0.881249595012674,0.822969480473088,0.710900853077743,0.484665636741261,0.265879395046274,0.210808731072658,0.286976121920089,0.345829819817895,..
Argentina,ARG,"Population, total",SP.POP.TOTL,43900313,44288894,44654882,44973465,45191965,45312281,45407904,45538401,45696159,..
Argentina,ARG,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1.3,1.1,1.6,1.7,2.2,1.4,1.3,1.2,1,..
Argentina,ARG,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,30.3,25.7,32,35.5,42,37.3,39.2,41.7,38.1,..
Argentina,ARG,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,..
Argentina,ARG,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..,..,2,..,..,..,..,..,..,..
Argentina,ARG,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,106.53556124907,101.523895644883,100.145531751709,100.286471247217,99.8427784444202,102.877639887141,100.310147105379,98.9436486948575,..,..
Argentina,ARG,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,21.2567013071388,19.3371239744582,17.7024488718764,17.7888990505899,17.477732279873,18.0764989040471,17.8931953062698,17.7753274032674,..,..
Argentina,ARG,"School enrollment, primary (% gross)",SE.PRM.ENRR,111.654647827148,109.879669189453,109.305458068848,109.338218688965,108.504623413086,108.139617919922,106.759826660156,102.535244031037,..,..
Argentina,ARG,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.02081000804901,1.01962995529175,1.02131998538971,1.02056002616882,1.0242600440979,..,..,..,..,..
Argentina,ARG,"School enrollment, secondary (% gross)",SE.SEC.ENRR,109.598327636719,110.377799987793,109.671241760254,110.460151672363,112.376731872559,115.735778808594,114.14811706543,105.574584297051,..,..
Argentina,ARG,Surface area (sq. km),AG.SRF.TOTL.K2,2780400,2780400,2780400,2780400,2780400,2780400,2780400,2780400,..,..
Argentina,ARG,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,12.0972836411962,10.939623860491,9.79144711720618,10.3919973375404,10.7081211457574,11.3410740324002,11.0647708089117,9.92889407586128,..,..
Argentina,ARG,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,7.5,7.5,7.2,9.4,9.4,9.4,9.6,9.6,9.7,..
Argentina,ARG,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,34.9280137137276,51.7299119817311,51.5482584868275,50.832791702386,43.0972641723579,30.6022646249006,31.6825901735881,51.3619830543826,38.2533536654791,..
Argentina,ARG,Urban population growth (annual %),SP.URB.GROW,1.07092245651493,0.981564518342997,0.921517466894255,0.807610964891665,0.579460817835625,0.358692838886458,0.301564724860101,0.375605306735824,0.432261342079918,..
Australia,AUS,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,10.939,10.235,9.741,8.763,7.726,7.089,6.747,6.715,..,..
Australia,AUS,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2.41300232330254,2.72098319651067,2.47191752630847,2.12424911197662,2.01512715396535,2.30537875480088,2.67242699950618,2.57169831894523,2.03565265249391,..
Australia,AUS,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,2.15914634146341,2.45094336788618,2.50609756097561,2.14634146341463,1.70325203252033,2.2479674796748,2.36178861788618,..,..,..
Australia,AUS,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,98.8,99.4,98.7,98.8,96,..,..,..,..,..
Australia,AUS,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,66.93,..,..,..,..,..,..,..,..,..
Australia,AUS,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,10196.8479313322,10040.7488630314,10036.6706941858,10025.7250631996,9933.58557724577,9843.21372769882,9923.43167060364,9819.87119092096,..,..
Australia,AUS,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,5216.98867184459,5162.45894302308,5086.37378454852,5231.57466031316,5159.03638381788,5006.44306522882,4942.16372202842,4927.64894813822,..,..
Australia,AUS,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,19.2031438783351,21.1718412211076,21.8125736575066,24.0624800210722,23.9380373915413,22.0018144228925,25.4615298373659,26.701068252275,24.6215240529473,..
Australia,AUS,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.752,1.741,1.74,1.657,1.581,1.7,1.63,1.5,..,..
Australia,AUS,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,42970225977.7087,48199372039.9014,60686639529.9229,38745129661.1195,17976843681.3117,31453060427.453,68709419796.6458,35315978153.0955,53393088476.4107,..
Australia,AUS,Forest area (sq. km),AG.LND.FRST.K2,1340372,1340174,1340051,1340051,1340051,1340051,1340051,1340051,..,..
Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,1211588128417.61,1330890554614.09,1433144978761.67,1398349602956.35,1333336461648.09,1560617493202.69,1695627535475.8,1734451264655.6,1757022451652.83,..
Australia,AUS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.75564065529868,2.29331030192918,2.87417039499501,2.19401703622717,-0.133531904304775,2.00694844335034,4.25304559238732,3.58382100798981,1.37340773365975,..
Australia,AUS,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,54330,51700,53280,55090,53770,57220,60790,63320,62680,..
Australia,AUS,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,46320,47240,48780,51080,52890,57560,63510,69080,69600,..
Australia,AUS,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,1314218336900.93,1271366799896.38,1329980723176.12,1395670890406.56,1379067543858.45,1469692011145.67,1581764554142.83,1688164228216.05,1704633803351.6,..
Australia,AUS,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,1120633918006.06,1161716703224.86,1217594768237.01,1294210119835.29,1356693821737.99,1478371081961.76,1652552720303.64,1841795093415.32,1892782945379.05,..
Australia,AUS,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,25.3483902403269,24.0798824498086,24.5546475824653,23.2971815966264,22.3449300806534,22.8801883097412,23.6997957124432,23.873104248989,24.323541758006,..
Australia,AUS,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,20.6275044745549,18.0967924595604,18.1371018191307,21.2199332352628,21.4757898705835,22.3940766008599,25.8318704116272,25.2582777120781,25.1586416457084,..
Australia,AUS,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,95,94,94,94,93,93,96,91,91,..
Australia,AUS,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,21.6102583389859,20.8635723040778,21.7606517070152,21.939202684145,20.5615267123377,18.200421516167,20.2331120432093,22.3432710661529,22.5238570535723,..
Australia,AUS,Income share held by lowest 20%,SI.DST.FRST.20,7.5,..,7.4,..,7.3,..,..,..,..,..
Australia,AUS,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,22.3130168026382,23.4479311698975,24.1083351497002,25.2555129054284,25.402839408227,25.4357795203592,27.4019620848457,27.5167800860919,25.5307319894404,..
Australia,AUS,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,-0.673417495929741,3.64623358006087,1.84617555303311,3.47660031414854,1.86583412216189,3.06066984761631,7.1995443407201,6.45944110641071,2.58838430384326,..
Australia,AUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.4487804878049,82.5,82.7487804878049,82.9,83.2,83.3,83.2,83.0512195121951,..,..
Australia,AUS,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,32.0880496334806,34.5566356606503,34.3638645983702,35.2250251981782,34.6984435892602,38.8326417356959,42.5725570561367,37.9839441686945,36.2641353501553,..
Australia,AUS,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2.0896214779767,2.00509517581937,1.89562007676709,1.88000240626833,2.00738622102391,1.97847691589702,1.88329708969124,1.86157133456052,1.8837883329175,..
Australia,AUS,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,109.129,107.8,110.033,109.753,104.93,105.119,109.469,112.513,..,..
Australia,AUS,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,3.8,3.8,3.8,3.8,3.8,3.7,3.7,3.7,..,..
Australia,AUS,Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,99.9,116.4,118.6,130.2,131.2,163.7,181,172.2,..,..
Australia,AUS,Net migration,SM.POP.NETM,254648,255023,226412,207142,44447,116768,140972,140232,138510,137109
Australia,AUS,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,2056844753.41069,1958304889.35855,1781249993.28756,1677816231.14158,1111033571.66998,840975472.217623,1209343727.21175,1610541523.52638,1765403322.32531,..
Australia,AUS,Population density (people per sq. km of land area),EN.POP.DNST,3.14493553058884,3.19715601363491,3.24534491589985,3.29365056253104,3.33452695130798,3.33922844714392,3.38256023775289,3.46591948538875,..,..
Australia,AUS,Population growth (annual %),SP.POP.GROW,1.56194049810399,1.64682779735017,1.49599671041328,1.47749071058438,1.23342825131378,0.14089508329287,1.28931130985537,2.43450716351535,1.99383715356028,..
Australia,AUS,"Population, total",SP.POP.TOTL,24190907,24592588,24963258,25334826,25649248,25685412,26018721,26659922,27196812,..
Australia,AUS,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,0.5,..,0.5,..,1,..,..,..,..,..
Australia,AUS,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,..
Australia,AUS,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,24.7656119982625,24.7425472872619,25.7471757974481,25.9715065326299,25.1891145627514,25.6293211504608,26.131348255083,..,..,..
Australia,AUS,"School enrollment, primary (% gross)",SE.PRM.ENRR,101.180686950684,100.637657165527,100.398712158203,100.199699401855,99.9011077880859,99.9291534423828,99.1329879760742,99.3657531738281,..,..
Australia,AUS,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.925170004367828,0.937539994716644,0.968850016593933,0.964070022106171,0.979290008544922,..,..,..,..,..
Australia,AUS,"School enrollment, secondary (% gross)",SE.SEC.ENRR,155.594390869141,153.576126098633,136.105545043945,144.056564331055,137.490737915039,135.526565551758,133.277267456055,134.099243164062,..,..
Australia,AUS,Surface area (sq. km),AG.SRF.TOTL.K2,7741220,7741220,7741220,7741220,7741220,7741220,7741220,7741220,..,..
Australia,AUS,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,22.1881700823279,22.0221874286349,23.1220344318251,23.3142643790741,22.507523858651,23.0039076566829,23.5614929509239,..,..,..
Australia,AUS,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,28.6,29.7,29.7,29.9,30.4,32.1,32.1,32.1,33.5,..
Australia,AUS,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Urban population growth (annual %),SP.URB.GROW,1.72153704896083,1.77484017509352,1.60918451255785,1.56366317600073,1.19834939074175,0.0996311835698593,1.40271644327005,2.60882132124518,2.12571289816265,..
Brazil,BRA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,58.372,56.558,54.287,50.958,47.46,45.67,42.881,42.686,..,..
Brazil,BRA,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,4.89135358721066,4.6005916952048,4.4203993034602,4.2050140951087,5.7114851151592,6.55876261207381,5.76747490842218,6.02306023514157,5.7522764094249,..
Brazil,BRA,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,1.17134781840664,1.16021904257198,1.17470411588059,1.19130895601484,1.18494912559618,1.18901254195372,1.20014131778838,..,..,..
Brazil,BRA,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,98.6,98.7,98.8,98.4,98.4,..,..,..,..,..
Brazil,BRA,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,..,..,..,..,..,..,..,..,..,..
Brazil,BRA,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,..,..,..,..,..,..,..,..,..,..
Brazil,BRA,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,2592.61337303819,2610.16613569938,2640.41643831267,2661.18328561313,2624.84323723758,2723.96659104663,2787.76089640442,2916.48609397384,..,..
Brazil,BRA,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1414.8979311951,1431.95949698072,1403.40232453429,1415.83477031974,1379.24649914162,1430.3934661032,1432.72741132919,1481.22439922518,..,..
Brazil,BRA,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,12.4666790428125,12.5189678705014,14.6349994958796,14.1229191909095,16.4535520099709,19.1094303686964,19.6307650034838,17.9693243032658,17.9385794398128,..
Brazil,BRA,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,543257228545.3,543000470110.9,557765380774.6,568708887352.2,549329010779,571193915507.8,579257850288.2,607387151485.1,605463780812.8,..
Brazil,BRA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.727,1.74,1.744,1.705,1.653,1.638,1.629,1.619,..,..
Brazil,BRA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,74294627801.19,68885491315.23,78183840044.98,69174411753.45,38270116307.45,46440503520.19,75501038733.31,62750364285.48,74090786050.19,..
Brazil,BRA,Forest area (sq. km),AG.LND.FRST.K2,5020820,5000920,4990510,4977990,4966196,4953910,4941960,4929787.518,..,..
Brazil,BRA,GDP (current US$),NY.GDP.MKTP.CD,1795693265999.04,2063514688805.78,1916933708352.71,1873288158838.63,1476107292151.95,1670647464062.96,1951923832083.87,2191131869706.02,2185821648943.86,..
Brazil,BRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-3.2759169063211,1.32286905390815,1.78366676137003,1.22077782271943,-3.27675879612903,4.7626043797061,3.01669435408112,3.24165532813583,3.41931516597739,..
Brazil,BRA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,9050,8830,9320,9410,8080,8060,8440,9310,9930,..
Brazil,BRA,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,14010,14290,15030,15640,15770,17510,19300,20500,21590,..
Brazil,BRA,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,1839991635542.07,1808496325125.47,1920049773546.06,1953066623347.15,1686362729687.27,1689214269936.55,1774306739965.41,1966123832077.62,2105073366569.2,..
Brazil,BRA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,2846197824917.46,2924570810591.09,3098565570885.81,3244270827506.58,3289682051777.31,3669595464497.93,4059062517998.09,4329167193222.26,4577597507111.03,..
Brazil,BRA,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,14.9695469727335,14.6255875977741,15.0950416297894,15.5167908016709,16.1158206044059,19.521885020934,18.0882204442791,15.7606472061782,16.9814356039822,..
Brazil,BRA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,16.0001642772964,14.3118892236086,14.7442418256611,14.0668052120423,11.3500942678804,9.00155420026002,9.11134627987528,9.849149349554,11.1103644206652,..
Brazil,BRA,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,95,87,92,91,79,73,81,87,93,..
Brazil,BRA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,12.0670030342632,11.800766503667,14.2412038802734,14.7673386788259,15.8485265343782,18.5469003905612,19.1853009729483,15.6969055268626,17.6459444987261,..
Brazil,BRA,Income share held by lowest 20%,SI.DST.FRST.20,3.3,3.2,3.1,3.1,4.5,3.3,3.6,3.7,..,..
Brazil,BRA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,18.3547582770536,18.1885023085758,18.7490514527988,18.7546275724707,19.5061183897524,22.123475195366,22.8194568521446,22.1441739229749,20.9406935313888,..
Brazil,BRA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,8.10360437332622,3.67138450418945,4.49353432783231,4.22425886378237,6.47249962311274,13.0472708596343,8.57028196142548,5.15950107501996,4.07967448439621,..
Brazil,BRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.081,75.383,75.633,75.809,74.506,73.038,74.872,75.848,..,..
Brazil,BRA,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,18.0862737611989,18.4560353297222,22.1567390749775,22.1156044810984,25.439614179573,30.8565996770083,32.0904427572502,27.036528845682,28.1358728557362,..
Brazil,BRA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.34797541299482,1.41402166797586,1.46967772350671,1.38279724638797,1.32666026860555,1.14903763026142,1.05240083845945,1.00237538990131,0.972774559040702,..
Brazil,BRA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,120.101,108.093,101.602,97.3747,98.6456,104.825,101.245,101.02,..,..
Brazil,BRA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,16.8,15.4,15.2,15,14.9,14.7,14.6,14.4,..,..
Brazil,BRA,Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,102.4,108.2,106.9,107,107.7,123.2,114.5,117.2,..,..
Brazil,BRA,Net migration,SM.POP.NETM,-92989,-156296,-230334,-129216,-78437,-208581,-253639,-240059,-225510,-217283
Brazil,BRA,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,674627136.230469,273873596.191406,444970092.773438,273563262.939453,613681701.660156,1115631103.51563,578414184.570313,699971862.792969,..,..
Brazil,BRA,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,2739786526.59,2698770651.24,2933489276.49,3213621676.71,3566219438.48,4102018147.7,4973758734.57,4433700953.4,4902400448.25,..
Brazil,BRA,Population density (people per sq. km of land area),EN.POP.DNST,24.3137963709629,24.4915070817191,24.659465024515,24.8207686159839,24.9649852718428,25.0714027283582,25.161867951482,25.2616884857157,..,..
Brazil,BRA,Population growth (annual %),SP.POP.GROW,0.761972670496742,0.72824666001736,0.683439571425594,0.651994346081362,0.579350709708032,0.425360907216456,0.360180890872169,0.395928695574996,0.405467027627251,..
Brazil,BRA,"Population, total",SP.POP.TOTL,203218114,204703445,206107261,207455459,208660842,209550294,210306415,211140729,211998573,..
Brazil,BRA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,6.5,6.9,6.9,7,2.8,7.5,4.9,3.8,..,..
Brazil,BRA,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..
Brazil,BRA,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.6,0.6,0.6,0.6,0.7,0.7,0.7,0.7,0.7,..
Brazil,BRA,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..,..,..,3.5,..,..,..,..,..,..
Brazil,BRA,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..,..,..,..,..,..,..,..,..,..
Brazil,BRA,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,26.1732253878481,24.3609920845082,25.2724385276075,25.5600401251614,22.1948673410326,24.6358299173079,26.9365134587428,25.3707484857691,26.4469343537929,..
